Task,Ground_Size,Seed,Algorithm,Strategy,Local_Search,Heuristic,Sorting,Budget,Alpha,Model,Objective_f(S),Cost_c(S),Time_s,Node_Count,Open_List_Count,Solution_Set_Size
adult,111,0,EfficientBFS,traditional,False,ub2,d,9.0,0.95,AdultIncomeFeatureSelection,8.270787166482998,8.93153812094754,146.00421619415283,35,1,7
adult,111,0,EfficientBFS,density_gap,False,ub2,d,10.0,0.95,AdultIncomeFeatureSelection,8.655822627528229,9.30543439168037,16.314617395401,1,1,7
adult,111,0,EfficientBFS,look_ahead,False,ub2,d,10.0,0.95,AdultIncomeFeatureSelection,8.655822627528229,9.30543439168037,15.942026376724243,1,1,7
adult,111,0,EfficientBFS,traditional,False,ub2,d,10.0,0.95,AdultIncomeFeatureSelection,8.655822627528229,9.30543439168037,16.31403875350952,1,1,7
adult,111,0,EfficientBFS,density_gap,False,ub2,d,11.0,0.95,AdultIncomeFeatureSelection,8.783987100764925,10.630816058753307,17.66369652748108,1,1,8
adult,111,0,EfficientBFS,look_ahead,False,ub2,d,11.0,0.95,AdultIncomeFeatureSelection,8.783987100764925,10.630816058753307,16.913641214370728,1,1,8
adult,111,0,EfficientBFS,traditional,False,ub2,d,11.0,0.95,AdultIncomeFeatureSelection,8.783987100764925,10.630816058753307,17.50187659263611,1,1,8
adult,111,0,EfficientBFS,density_gap,False,ub2,d,12.0,0.95,AdultIncomeFeatureSelection,8.97806831132171,11.263098232424204,17.038724899291992,1,1,8
adult,111,0,EfficientBFS,look_ahead,False,ub2,d,12.0,0.95,AdultIncomeFeatureSelection,8.97806831132171,11.263098232424204,17.73250436782837,1,1,8
adult,111,0,EfficientBFS,traditional,False,ub2,d,12.0,0.95,AdultIncomeFeatureSelection,8.97806831132171,11.263098232424204,17.054994821548462,1,1,8
adult,111,0,EfficientBFS,density_gap,False,ub2,d,13.0,0.95,AdultIncomeFeatureSelection,9.04398504864179,12.588479899497141,18.77106499671936,1,1,9
adult,111,0,EfficientBFS,look_ahead,False,ub2,d,13.0,0.95,AdultIncomeFeatureSelection,9.04398504864179,12.588479899497141,18.431145668029785,1,1,9
adult,111,0,EfficientBFS,traditional,False,ub2,d,13.0,0.95,AdultIncomeFeatureSelection,9.04398504864179,12.588479899497141,19.195900678634644,1,1,9
adult,111,0,EfficientBFS,density_gap,False,ub2,d,14.0,0.95,AdultIncomeFeatureSelection,9.15488859753139,13.361953606101252,17.994911193847656,1,1,9
adult,111,0,EfficientBFS,look_ahead,False,ub2,d,14.0,0.95,AdultIncomeFeatureSelection,9.15488859753139,13.361953606101252,19.00849986076355,1,1,9
adult,111,0,EfficientBFS,traditional,False,ub2,d,14.0,0.95,AdultIncomeFeatureSelection,9.15488859753139,13.361953606101252,18.001939058303833,1,1,9
adult,111,0,EfficientBFS,density_gap,False,ub2,d,15.0,0.95,AdultIncomeFeatureSelection,9.15488859753139,14.895635822911448,18.509318351745605,1,1,10
adult,111,0,EfficientBFS,look_ahead,False,ub2,d,15.0,0.95,AdultIncomeFeatureSelection,9.15488859753139,14.895635822911448,18.295443296432495,1,1,10
adult,111,0,EfficientBFS,traditional,False,ub2,d,15.0,0.95,AdultIncomeFeatureSelection,9.15488859753139,14.895635822911448,18.792745113372803,1,1,10
adult,111,0,EfficientBFS,density_gap,False,ub2,d,16.0,0.95,AdultIncomeFeatureSelection,9.182614484753786,15.32247523740667,18.95372462272644,1,1,10
adult,111,0,EfficientBFS,look_ahead,False,ub2,d,16.0,0.95,AdultIncomeFeatureSelection,9.182614484753786,15.32247523740667,18.959712028503418,1,1,10
adult,111,0,EfficientBFS,traditional,False,ub2,d,16.0,0.95,AdultIncomeFeatureSelection,9.182614484753786,15.32247523740667,19.42991304397583,1,1,10
adult,111,0,EfficientBFS,density_gap,False,ub2,d,17.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,16.248455266486403,18.10439944267273,1,1,10
adult,111,0,EfficientBFS,look_ahead,False,ub2,d,17.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,16.248455266486403,18.77658176422119,1,1,10
adult,111,0,EfficientBFS,traditional,False,ub2,d,17.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,16.248455266486403,18.41235661506653,1,1,10
adult,111,0,EfficientBFS,density_gap,False,ub2,d,18.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,17.782137483296598,18.532795906066895,1,1,11
adult,111,0,EfficientBFS,look_ahead,False,ub2,d,18.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,17.782137483296598,19.43785834312439,1,1,11
adult,111,0,EfficientBFS,traditional,False,ub2,d,18.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,17.782137483296598,18.190171480178833,1,1,11
adult,111,0,EfficientBFS,density_gap,False,ub2,d,19.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,18.855722555336577,18.77397108078003,1,1,11
adult,111,0,EfficientBFS,look_ahead,False,ub2,d,19.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,18.855722555336577,18.535348892211914,1,1,11
adult,111,0,EfficientBFS,traditional,False,ub2,d,19.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,18.855722555336577,18.568010330200195,1,1,11
adult,111,0,EfficientBFS,density_gap,False,ub2,d,20.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,19.972442346931373,18.078550815582275,1,1,11
adult,111,0,EfficientBFS,look_ahead,False,ub2,d,20.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,19.972442346931373,19.04493260383606,1,1,11
adult,111,0,EfficientBFS,traditional,False,ub2,d,20.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,19.972442346931373,18.92314076423645,1,1,11
adult,111,0,EfficientBFS,density_gap,False,ub2,d,21.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,20.88785997610681,18.7643461227417,1,1,11
adult,111,0,EfficientBFS,look_ahead,False,ub2,d,21.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,20.88785997610681,18.36177349090576,1,1,11
adult,111,0,EfficientBFS,traditional,False,ub2,d,21.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,20.88785997610681,18.79095721244812,1,1,11
adult,111,0,EfficientBFS,density_gap,False,ub2,d,22.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,21.162516013579996,19.559141874313354,1,1,11
adult,111,0,EfficientBFS,look_ahead,False,ub2,d,22.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,21.162516013579996,19.048158407211304,1,1,11
adult,111,0,EfficientBFS,traditional,False,ub2,d,22.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,21.162516013579996,18.857052326202393,1,1,11
adult,111,0,EfficientBFS,density_gap,False,ub2,d,23.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,22.168612901006874,18.324655055999756,1,1,12
adult,111,0,EfficientBFS,look_ahead,False,ub2,d,23.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,22.168612901006874,19.412322998046875,1,1,12
adult,111,0,EfficientBFS,traditional,False,ub2,d,23.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,22.168612901006874,19.284092664718628,1,1,12
adult,111,0,EfficientBFS,density_gap,False,ub2,d,24.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,23.21835817632413,18.412850379943848,1,1,13
adult,111,0,EfficientBFS,look_ahead,False,ub2,d,24.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,23.21835817632413,19.091445207595825,1,1,13
adult,111,0,EfficientBFS,traditional,False,ub2,d,24.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,23.21835817632413,18.696340322494507,1,1,13
adult,111,0,EfficientBFS,density_gap,False,ub2,d,25.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,24.381011271025177,19.097938537597656,1,1,14
adult,111,0,EfficientBFS,look_ahead,False,ub2,d,25.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,24.381011271025177,18.69817805290222,1,1,14
adult,111,0,EfficientBFS,traditional,False,ub2,d,25.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,24.381011271025177,18.808937311172485,1,1,14
adult,111,0,EfficientBFS,density_gap,False,ub2,d,26.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,25.54902939889454,18.742215633392334,1,1,15
adult,111,0,EfficientBFS,look_ahead,False,ub2,d,26.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,25.54902939889454,19.139869928359985,1,1,15
adult,111,0,EfficientBFS,traditional,False,ub2,d,26.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,25.54902939889454,19.43812108039856,1,1,15
adult,111,0,EfficientBFS,density_gap,False,ub2,d,27.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,26.940166766097178,19.183350324630737,1,1,16
adult,111,0,EfficientBFS,look_ahead,False,ub2,d,27.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,26.940166766097178,19.461454153060913,1,1,16
adult,111,0,EfficientBFS,traditional,False,ub2,d,27.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,26.940166766097178,18.963614225387573,1,1,16
adult,111,0,EfficientBFS,density_gap,False,ub2,d,28.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,26.940166766097178,18.603804111480713,1,1,16
adult,111,0,EfficientBFS,look_ahead,False,ub2,d,28.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,26.940166766097178,18.737714052200317,1,1,16
adult,111,0,EfficientBFS,traditional,False,ub2,d,28.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,26.940166766097178,19.255510807037354,1,1,16
adult,111,0,EfficientBFS,density_gap,False,ub2,d,29.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,28.340889522352015,20.186577320098877,1,1,17
adult,111,0,EfficientBFS,look_ahead,False,ub2,d,29.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,28.340889522352015,18.942007780075073,1,1,17
adult,111,0,EfficientBFS,traditional,False,ub2,d,29.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,28.340889522352015,18.5845468044281,1,1,17
adult,111,0,EfficientBFS,density_gap,False,ub2,d,30.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,29.816505101490996,19.32832908630371,1,1,18
adult,111,0,EfficientBFS,look_ahead,False,ub2,d,30.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,29.816505101490996,18.85203194618225,1,1,18
adult,111,0,EfficientBFS,traditional,False,ub2,d,30.0,0.95,AdultIncomeFeatureSelection,9.210340371976184,29.816505101490996,18.497982501983643,1,1,18
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,6.0,0.95,CalTechMaximization,334.6860300087528,5.80060697008937,127.9112753868103,1,1,5
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,6.0,0.95,CalTechMaximization,334.6860300087528,5.80060697008937,124.8828399181366,1,1,5
caltech,767,0,EfficientBFS,traditional,False,ub2,d,6.0,0.95,CalTechMaximization,334.6860300087528,5.80060697008937,135.34901237487793,1,1,5
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,7.0,0.95,CalTechMaximization,351.66209690815094,6.0501380230038535,1027.3052966594696,11,1,5
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,7.0,0.95,CalTechMaximization,351.66209690815094,6.0501380230038535,1229.358208656311,11,1,5
caltech,767,0,EfficientBFS,traditional,False,ub2,d,7.0,0.95,CalTechMaximization,351.66209690815094,6.0501380230038535,772.0629720687866,11,1,5
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,8.0,0.95,CalTechMaximization,419.77594400428524,7.62639316652206,115.13634371757507,1,1,6
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,8.0,0.95,CalTechMaximization,419.77594400428524,7.62639316652206,118.60539937019348,1,1,6
caltech,767,0,EfficientBFS,traditional,False,ub2,d,8.0,0.95,CalTechMaximization,419.77594400428524,7.62639316652206,116.16455101966858,1,1,6
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,9.0,0.95,CalTechMaximization,466.34941561494287,8.801822995766624,117.19777131080627,1,1,7
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,9.0,0.95,CalTechMaximization,466.34941561494287,8.801822995766624,113.12445783615112,1,1,7
caltech,767,0,EfficientBFS,traditional,False,ub2,d,9.0,0.95,CalTechMaximization,466.34941561494287,8.801822995766624,119.19481682777405,1,1,7
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,10.0,0.95,CalTechMaximization,506.0819015571379,9.87015513041164,113.12526941299438,1,1,8
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,10.0,0.95,CalTechMaximization,506.0819015571379,9.87015513041164,115.1032202243805,1,1,8
caltech,767,0,EfficientBFS,traditional,False,ub2,d,10.0,0.95,CalTechMaximization,506.0819015571379,9.87015513041164,113.53335523605347,1,1,8
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,11.0,0.95,CalTechMaximization,540.2370492404575,10.901918913780811,113.75113010406494,1,1,9
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,11.0,0.95,CalTechMaximization,540.2370492404575,10.901918913780811,114.85207724571228,1,1,9
caltech,767,0,EfficientBFS,traditional,False,ub2,d,11.0,0.95,CalTechMaximization,540.2370492404575,10.901918913780811,116.68670845031738,1,1,9
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,12.0,0.95,CalTechMaximization,555.6315072250653,11.286781568092035,272.79858326911926,3,1,9
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,12.0,0.95,CalTechMaximization,555.6315072250653,11.286781568092035,274.91617465019226,3,1,9
caltech,767,0,EfficientBFS,traditional,False,ub2,d,12.0,0.95,CalTechMaximization,555.6315072250653,11.286781568092035,234.00711607933044,3,1,9
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,13.0,0.95,CalTechMaximization,602.1721671060465,12.662911520545455,116.8017795085907,1,1,10
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,13.0,0.95,CalTechMaximization,602.1721671060465,12.662911520545455,120.20525002479553,1,1,10
caltech,767,0,EfficientBFS,traditional,False,ub2,d,13.0,0.95,CalTechMaximization,602.1721671060465,12.662911520545455,118.40974450111389,1,1,10
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,14.0,0.95,CalTechMaximization,636.0792034147455,13.694675303914627,124.8117196559906,1,1,11
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,14.0,0.95,CalTechMaximization,636.0792034147455,13.694675303914627,121.51609563827515,1,1,11
caltech,767,0,EfficientBFS,traditional,False,ub2,d,14.0,0.95,CalTechMaximization,636.0792034147455,13.694675303914627,125.38193893432617,1,1,11
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,15.0,0.95,CalTechMaximization,663.9447688380989,14.873820586076443,120.83971095085144,1,1,12
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,15.0,0.95,CalTechMaximization,663.9447688380989,14.873820586076443,123.29459285736084,1,1,12
caltech,767,0,EfficientBFS,traditional,False,ub2,d,15.0,0.95,CalTechMaximization,663.9447688380989,14.873820586076443,122.08535504341125,1,1,12
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,16.0,0.95,CalTechMaximization,697.0103454325564,15.614009135891687,129.9748797416687,1,1,12
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,16.0,0.95,CalTechMaximization,697.0103454325564,15.614009135891687,125.33607721328735,1,1,12
caltech,767,0,EfficientBFS,traditional,False,ub2,d,16.0,0.95,CalTechMaximization,697.0103454325564,15.614009135891687,124.20891690254211,1,1,12
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,17.0,0.95,CalTechMaximization,733.4348816126892,16.989486814418875,126.0719747543335,1,1,13
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,17.0,0.95,CalTechMaximization,733.4348816126892,16.989486814418875,124.31234622001648,1,1,13
caltech,767,0,EfficientBFS,traditional,False,ub2,d,17.0,0.95,CalTechMaximization,733.4348816126892,16.989486814418875,125.21262669563293,1,1,13
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,18.0,0.95,CalTechMaximization,761.7155303743885,17.855151137101963,125.16689920425415,1,1,13
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,18.0,0.95,CalTechMaximization,761.7155303743885,17.855151137101963,127.9047212600708,1,1,13
caltech,767,0,EfficientBFS,traditional,False,ub2,d,18.0,0.95,CalTechMaximization,761.7155303743885,17.855151137101963,134.7019169330597,1,1,13
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,19.0,0.95,CalTechMaximization,776.5989502239374,18.247464129982077,279.5575637817383,3,1,13
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,19.0,0.95,CalTechMaximization,776.5989502239374,18.247464129982077,280.9873888492584,3,1,13
caltech,767,0,EfficientBFS,traditional,False,ub2,d,19.0,0.95,CalTechMaximization,776.5989502239374,18.247464129982077,254.24963784217834,3,1,13
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,20.0,0.95,CalTechMaximization,816.4992535857708,19.76173936301302,297.6320073604584,3,1,14
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,20.0,0.95,CalTechMaximization,816.4992535857708,19.76173936301302,282.25450253486633,3,1,14
caltech,767,0,EfficientBFS,traditional,False,ub2,d,20.0,0.95,CalTechMaximization,816.4992535857708,19.76173936301302,267.4706461429596,3,1,14
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,21.0,0.95,CalTechMaximization,855.279061811557,20.91580089303026,292.61397647857666,3,1,14
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,21.0,0.95,CalTechMaximization,855.279061811557,20.91580089303026,298.7761127948761,3,1,14
caltech,767,0,EfficientBFS,traditional,False,ub2,d,21.0,0.95,CalTechMaximization,855.279061811557,20.91580089303026,262.44973731040955,3,1,14
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,22.0,0.95,CalTechMaximization,872.9892529412713,21.948916151089243,290.1852786540985,3,1,15
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,22.0,0.95,CalTechMaximization,872.9892529412713,21.948916151089243,293.04512572288513,3,1,15
caltech,767,0,EfficientBFS,traditional,False,ub2,d,22.0,0.95,CalTechMaximization,872.9892529412713,21.948916151089243,264.7004699707031,3,1,15
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,23.0,0.95,CalTechMaximization,907.9276602489413,22.771264746511722,307.70309233665466,3,1,15
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,23.0,0.95,CalTechMaximization,907.9276602489413,22.771264746511722,305.1136848926544,3,1,15
caltech,767,0,EfficientBFS,traditional,False,ub2,d,23.0,0.95,CalTechMaximization,907.9276602489413,22.771264746511722,266.30558919906616,3,1,15
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,24.0,0.95,CalTechMaximization,934.1126603124911,23.950410028673534,312.47761154174805,3,1,16
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,24.0,0.95,CalTechMaximization,934.1126603124911,23.950410028673534,310.9312331676483,3,1,16
caltech,767,0,EfficientBFS,traditional,False,ub2,d,24.0,0.95,CalTechMaximization,934.1126603124911,23.950410028673534,285.5640699863434,3,1,16
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,25.0,0.95,CalTechMaximization,947.0409730076094,24.285539979542666,492.19686126708984,5,1,16
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,25.0,0.95,CalTechMaximization,947.0409730076094,24.285539979542666,596.8089220523834,5,1,16
caltech,767,0,EfficientBFS,traditional,False,ub2,d,25.0,0.95,CalTechMaximization,947.0409730076094,24.285539979542666,436.3877282142639,5,1,16
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,26.0,0.95,CalTechMaximization,971.2615718192825,25.012406747721993,491.59356117248535,5,1,16
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,26.0,0.95,CalTechMaximization,971.2615718192825,25.012406747721993,623.6546444892883,5,1,16
caltech,767,0,EfficientBFS,traditional,False,ub2,d,26.0,0.95,CalTechMaximization,971.2615718192825,25.012406747721993,414.90964913368225,5,1,16
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,27.0,0.95,CalTechMaximization,1010.1256800947259,26.526681980752944,322.9495005607605,3,1,17
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,27.0,0.95,CalTechMaximization,1010.1256800947259,26.526681980752944,305.58912777900696,3,1,17
caltech,767,0,EfficientBFS,traditional,False,ub2,d,27.0,0.95,CalTechMaximization,1010.1256800947259,26.526681980752944,278.40682435035706,3,1,17
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,28.0,0.95,CalTechMaximization,1044.1750474078303,27.660726735572847,312.2915070056915,3,1,17
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,28.0,0.95,CalTechMaximization,1044.1750474078303,27.660726735572847,324.43631529808044,3,1,17
caltech,767,0,EfficientBFS,traditional,False,ub2,d,28.0,0.95,CalTechMaximization,1044.1750474078303,27.660726735572847,286.8353543281555,3,1,17
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,29.0,0.95,CalTechMaximization,1075.1852102523417,28.98278437349924,324.4420976638794,3,1,18
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,29.0,0.95,CalTechMaximization,1075.1852102523417,28.98278437349924,314.6437282562256,3,1,18
caltech,767,0,EfficientBFS,traditional,False,ub2,d,29.0,0.95,CalTechMaximization,1075.1852102523417,28.98278437349924,292.1256718635559,3,1,18
caltech,767,0,EfficientBFS,density_gap,False,ub2,d,30.0,0.95,CalTechMaximization,1101.6216611399072,29.905527435192806,323.73531579971313,3,1,18
caltech,767,0,EfficientBFS,look_ahead,False,ub2,d,30.0,0.95,CalTechMaximization,1101.6216611399072,29.905527435192806,335.47765588760376,3,1,18
caltech,767,0,EfficientBFS,traditional,False,ub2,d,30.0,0.95,CalTechMaximization,1101.6216611399072,29.905527435192806,290.3064293861389,3,1,18
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,6.0,0.95,FacebookGraphCoverage,307.0,5.999296292853672,0.28261351585388184,1,1,4
facebook,1000,0,EfficientBFS,look_ahead,False,ub2,d,6.0,0.95,FacebookGraphCoverage,307.0,5.999296292853672,0.2825772762298584,1,1,4
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,6.0,0.95,FacebookGraphCoverage,307.0,5.999296292853672,0.2507762908935547,1,1,4
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,7.0,0.95,FacebookGraphCoverage,335.0,6.039049562720425,0.38538503646850586,1,1,4
facebook,1000,0,EfficientBFS,look_ahead,False,ub2,d,7.0,0.95,FacebookGraphCoverage,335.0,6.039049562720425,0.5058693885803223,1,1,4
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,7.0,0.95,FacebookGraphCoverage,335.0,6.039049562720425,0.4238884449005127,1,1,4
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,8.0,0.95,FacebookGraphCoverage,366.0,7.316542747250367,0.606311559677124,1,1,5
facebook,1000,0,EfficientBFS,look_ahead,False,ub2,d,8.0,0.95,FacebookGraphCoverage,366.0,7.316542747250367,0.6173343658447266,1,1,5
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,8.0,0.95,FacebookGraphCoverage,366.0,7.316542747250367,0.5718867778778076,1,1,5
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,9.0,0.95,FacebookGraphCoverage,390.0,8.345062977913397,0.8535351753234863,1,1,6
facebook,1000,0,EfficientBFS,look_ahead,False,ub2,d,9.0,0.95,FacebookGraphCoverage,390.0,8.345062977913397,0.9257798194885254,1,1,6
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,9.0,0.95,FacebookGraphCoverage,390.0,8.345062977913397,0.8097436428070068,1,1,6
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,10.0,0.95,FacebookGraphCoverage,411.0,9.469966252407136,0.9279518127441406,1,1,7
facebook,1000,0,EfficientBFS,look_ahead,False,ub2,d,10.0,0.95,FacebookGraphCoverage,411.0,9.469966252407136,0.9734647274017334,1,1,7
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,10.0,0.95,FacebookGraphCoverage,411.0,9.469966252407136,1.0360703468322754,1,1,7
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,11.0,0.95,FacebookGraphCoverage,429.0,10.57309232610993,1.4818506240844727,1,1,8
facebook,1000,0,EfficientBFS,look_ahead,False,ub2,d,11.0,0.95,FacebookGraphCoverage,429.0,10.57309232610993,1.68967604637146,1,1,8
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,11.0,0.95,FacebookGraphCoverage,429.0,10.57309232610993,1.763080358505249,1,1,8
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,12.0,0.95,FacebookGraphCoverage,441.0,11.596802599317733,1.9046297073364258,1,1,9
facebook,1000,0,EfficientBFS,look_ahead,False,ub2,d,12.0,0.95,FacebookGraphCoverage,441.0,11.596802599317733,1.7861425876617432,1,1,9
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,12.0,0.95,FacebookGraphCoverage,441.0,11.596802599317733,2.139639139175415,1,1,9
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,13.0,0.95,FacebookGraphCoverage,448.0,12.12286943466912,15.310678958892822,7,1,9
facebook,1000,0,EfficientBFS,look_ahead,False,ub2,d,13.0,0.95,FacebookGraphCoverage,448.0,12.12286943466912,25.173641681671143,7,1,9
facebook,1000,0,EfficientBFS,traditional,False,ub2,d,13.0,0.95,FacebookGraphCoverage,448.0,12.12286943466912,14.641639709472656,7,1,9
facebook,1000,0,EfficientBFS,density_gap,False,ub2,d,14.0,0.95,FacebookGraphCoverage,462.0,13.351527620372957,15.008444547653198,7,1,10
facebook,1000,0,EfficientBFS,look_ahead,False,ub2,d,14.0,0.95,FacebookGraphCoverage,462.0,13.351527620372957,23.749835729599,7,1,10
